"Participant: I'm a man, 58 years old. I am a social and human service assistant, and in my free time, I spend a lot of time doing housework."
"Participant: I'm a woman, 32 years old. I am a retail salesperson, and in my free time, I like horseback riding."
"Participant: I'm a woman, 47 years old. I am an executive secretaries assistant, and in my free time, I like to spend time with my family."
"Participant: I'm a man, 31 years old. I am a manager, and in my free time, I enjoy crafts."
"Participant: I'm a man, 34 years old. I am a freight laborer, and in my free time, I play music."
"Participant: I'm a woman, 26 years old. I am a retail salesperson, and in my free time, I like to go to the beach."
"Participant: I'm a man, 44 years old. I am a supervisor of food preparation and serving workers, and in my free time, I play many different team sports."
"Participant: I'm a man, 49 years old. I am an information technology project manager, and in my free time, I like going to the movies."
"Participant: I'm a woman, 55 years old. I am a sales agent in financial service, and in my free time, I watch a lot of movies."
"Participant: I'm a man, 49 years old. I am a sales agent in financial service, and in my free time, I play golf."
"Participant: I'm a woman, 50 years old. I am a medical and health services manager, and in my free time, I play music."
"Participant: I'm a woman, 56 years old. I am a software quality assurance engineer, and in my free time, I often go bowling."
"Participant: I'm a woman, 59 years old. I am a computer user support specialist, and in my free time, I go on hunting trips."
"Participant: I'm a man, 54 years old. I am an insurance sales agent, and in my free time, I watch a lot of sports."
"Participant: I'm a man, 34 years old. I am a medical assistant, and in my free time, I enjoy fishing."
"Participant: I'm a man, 31 years old. I am a physical therapist, and in my free time, I like socializing."
"Participant: I'm a woman, 34 years old. I am a nursing assistant, and in my free time, I enjoy fishing."
"Participant: I'm a man, 54 years old. I am a cashier, and in my free time, I go on hunting trips."
"Participant: I'm a man, 59 years old. I am an information technology project manager, and in my free time, I play billiards."
"Participant: I'm a man, 49 years old. I am a supervisor in a retail store, and in my free time, I like to spend time with my family."
"Participant: I'm a woman, 51 years old. I am a supervisor of production and operating workers, and in my free time, I watch a lot of movies."
"Participant: I'm a man, 60 years old. I am a market research analyst, and in my free time, I like going to the movies."
"Participant: I'm a woman, 41 years old. I am a software quality assurance engineer, and in my free time, I spend a lot of time doing housework."
"Participant: I'm a woman, 26 years old. I am a nursing assistant, and in my free time, I like going to the movies."
"Participant: I'm a woman, 30 years old. I am an entrepreneur, and in my free time, I like cooking."
"Participant: I'm a woman, 46 years old. I am an auditing clerk, and in my free time, I watch a lot of movies."
"Participant: I'm a man, 34 years old. I am a supervisor of food preparation and serving workers, and in my free time, I enjoy listening to music."
"Participant: I'm a woman, 32 years old. I am a truck driver, and in my free time, I watch TV."
"Participant: I'm a woman, 41 years old. I am a financial manager, and in my free time, I often go bowling."
"Participant: I'm a man, 45 years old. I am an industrial engineer, and in my free time, I like to spend time with my family."
"Participant: I'm a woman, 40 years old. I am a general manager, and in my free time, I like gardening."
"Participant: I'm a man, 32 years old. I am a web developer, and in my free time, I like to relax."
"Participant: I'm a woman, 58 years old. I am a marketing manager, and in my free time, I like to fix cars."
"Participant: I'm a man, 44 years old. I am a registered nurse, and in my free time, I play music."
"Participant: I'm a woman, 24 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I like to spend time with my family."
"Participant: I'm a man, 34 years old. I am a security guard, and in my free time, I watch a lot of sports."
"Participant: I'm a man, 51 years old. I am a maintenance worker, and in my free time, I like dancing."
"Participant: I'm a man, 30 years old. I am a registered nurse, and in my free time, I like dancing."
"Participant: I'm a woman, 49 years old. I am a financial manager, and in my free time, I enjoy crafts."
"Participant: I'm a woman, 52 years old. I am an entrepreneur, and in my free time, I like dancing."
"Participant: I'm a woman, 58 years old. I am a network and computer systems administrator, and in my free time, I play tennis."
"Participant: I'm a woman, 36 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I like to relax."
"Participant: I'm a woman, 51 years old. I am an entrepreneur, and in my free time, I play music."
"Participant: I'm a man, 34 years old. I am a financial manager, and in my free time, I take care of my pets."
"Participant: I'm a woman, 57 years old. I am a medical secretary, and in my free time, I like dancing."
"Participant: I'm a man, 42 years old. I am a customer service representative, and in my free time, I drive my motorcycle."
"Participant: I'm a man, 30 years old. I am a customer service representative, and in my free time, I like going to the movies."
"Participant: I'm a woman, 46 years old. I am a financial manager, and in my free time, I take care of my pets."
"Participant: I'm a woman, 60 years old. I am an auditing clerk, and in my free time, I like cooking."
"Participant: I'm a man, 48 years old. I am a fast-food worker, and in my free time, I like dancing."
"Participant: I'm a man, 40 years old. I am an insurance sales agent, and in my free time, I enjoy fishing."
"Participant: I'm a woman, 39 years old. I am a marketing manager, and in my free time, I enjoy reading."
"Participant: I'm a woman, 31 years old. I am a supervisor of production and operating workers, and in my free time, I like cooking."
"Participant: I'm a woman, 54 years old. I am a software quality assurance engineer, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a man, 51 years old. I am an auditing clerk, and in my free time, I play many different team sports."
"Participant: I'm a man, 58 years old. I am a marketing manager, and in my free time, I like to play cards."
"Participant: I'm a woman, 60 years old. I am a medical and health services manager, and in my free time, I spend time on my boat."
"Participant: I'm a man, 25 years old. I am a fast-food worker, and in my free time, I spend time on my boat."
"Participant: I'm a man, 44 years old. I am an information technology project manager, and in my free time, I like cooking."
"Participant: I'm a man, 25 years old. I am an executive secretaries assistant, and in my free time, I do a lot of volunteer work."
"Participant: I'm a woman, 58 years old. I am a registered nurse, and in my free time, I spend a lot of time on the computer."
"Participant: I'm a man, 31 years old. I am a nursing assistant, and in my free time, I like to play cards."
"Participant: I'm a woman, 41 years old. I am an industrial engineer, and in my free time, I do a lot of volunteer work."
"Participant: I'm a man, 54 years old. I am a computer user support specialist, and in my free time, I often go to the theatre."
"Participant: I'm a man, 39 years old. I am a computer user support specialist, and in my free time, I like socializing."
"Participant: I'm a woman, 36 years old. I am a registered nurse, and in my free time, I go on camping trips."
"Participant: I'm a man, 30 years old. I am an auditing clerk, and in my free time, I like to fix cars."
"Participant: I'm a woman, 34 years old. I am a critical care nurse, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a man, 29 years old. I am a truck driver, and in my free time, I like horseback riding."
"Participant: I'm a woman, 34 years old. I am a security guard, and in my free time, I play music."
"Participant: I'm a woman, 50 years old. I am an information security analyst, and in my free time, I like writing."
"Participant: I'm a woman, 41 years old. I am a sales manager, and in my free time, I watch a lot of sports."
"Participant: I'm a man, 34 years old. I am a computer user support specialist, and in my free time, I watch a lot of sports."
"Participant: I'm a man, 43 years old. I am a critical care nurse, and in my free time, I spend time on my boat."
"Participant: I'm a woman, 39 years old. I am a software quality assurance engineer, and in my free time, I play golf."
"Participant: I'm a man, 51 years old. I am a medical secretary, and in my free time, I enjoy hiking."
"Participant: I'm a man, 35 years old. I am an insurance sales agent, and in my free time, I like to play cards."
"Participant: I'm a woman, 36 years old. I am a retail salesperson, and in my free time, I enjoy shopping."
"Participant: I'm a man, 29 years old. I am a security guard, and in my free time, I watch a lot of movies."
"Participant: I'm a man, 25 years old. I am an information technology project manager, and in my free time, I enjoy bicycling."
"Participant: I'm a woman, 26 years old. I am an insurance sales agent, and in my free time, I go on dates."
"Participant: I'm a man, 55 years old. I am an information technology project manager, and in my free time, I go on dates."
"Participant: I'm a man, 40 years old. I am an industrial engineer, and in my free time, I like to go to the beach."
"Participant: I'm a woman, 47 years old. I am an insurance sales agent, and in my free time, I like to go to the beach."
"Participant: I'm a man, 57 years old. I am a truck driver, and in my free time, I often go bowling."
"Participant: I'm a man, 58 years old. I am a sales representative, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a woman, 51 years old. I am a cashier, and in my free time, I watch a lot of sports."
"Participant: I'm a man, 26 years old. I am an industrial engineer, and in my free time, I spend a lot of time on the computer."
"Participant: I'm a man, 30 years old. I am a supervisor of office and administrative support workers, and in my free time, I take care of my pets."
"Participant: I'm a woman, 53 years old. I am a sales representative, and in my free time, I take care of my pets."
"Participant: I'm a man, 42 years old. I am a sales manager, and in my free time, I enjoy swimming."
"Participant: I'm a man, 31 years old. I am a physical therapist, and in my free time, I like cooking."
"Participant: I'm a woman, 35 years old. I am a vocational nurse, and in my free time, I like gardening."
"Participant: I'm a woman, 42 years old. I am an information technology project manager, and in my free time, I like socializing."
"Participant: I'm a woman, 54 years old. I am a network and computer systems administrator, and in my free time, I watch a lot of movies."
"Participant: I'm a woman, 24 years old. I am a physical therapist, and in my free time, I play tennis."
"Participant: I'm a woman, 42 years old. I am a medical assistant, and in my free time, I like to play cards."
"Participant: I'm a man, 44 years old. I am a retail salesperson, and in my free time, I enjoy running."
"Participant: I'm a man, 27 years old. I am a medical secretary, and in my free time, I enjoy hiking."
"Participant: I'm a man, 36 years old. I am an information security analyst, and in my free time, I go on dates."
"Participant: I'm a man, 26 years old. I am a truck driver, and in my free time, I ski."
"Participant: I'm a woman, 57 years old. I am a supervisor of production and operating workers, and in my free time, I like to fix cars."
"Participant: I'm a woman, 30 years old. I am a retail salesperson, and in my free time, I watch a lot of movies."
"Participant: I'm a woman, 28 years old. I am a critical care nurse, and in my free time, I like to fix cars."
"Participant: I'm a man, 52 years old. I am a computer systems engineer, and in my free time, I watch a lot of movies."
"Participant: I'm a woman, 44 years old. I am an entrepreneur, and in my free time, I enjoy running."
"Participant: I'm a woman, 41 years old. I am a web developer, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a man, 57 years old. I am a critical care nurse, and in my free time, I do a lot of volunteer work."
"Participant: I'm a woman, 52 years old. I am a sales representative, and in my free time, I like writing."
"Participant: I'm a man, 50 years old. I am a social and human service assistant, and in my free time, I like gardening."
"Participant: I'm a woman, 59 years old. I am a family and general practitioner, and in my free time, I like gardening."
"Participant: I'm a woman, 60 years old. I am a market research analyst, and in my free time, I enjoy reading."
"Participant: I'm a woman, 40 years old. I am an insurance sales agent, and in my free time, I go on camping trips."
"Participant: I'm a man, 41 years old. I am a security guard, and in my free time, I enjoy fishing."
"Participant: I'm a man, 44 years old. I am an auditing clerk, and in my free time, I play many different team sports."
"Participant: I'm a woman, 56 years old. I am a physical therapist, and in my free time, I enjoy crafts."
"Participant: I'm a man, 29 years old. I am a retail salesperson, and in my free time, I often go bowling."
"Participant: I'm a man, 46 years old. I am a computer systems engineer, and in my free time, I like to relax."
"Participant: I'm a woman, 29 years old. I am a truck driver, and in my free time, I go on camping trips."
"Participant: I'm a woman, 27 years old. I am a network and computer systems administrator, and in my free time, I like to relax."
"Participant: I'm a woman, 49 years old. I am an entrepreneur, and in my free time, I enjoy fishing."
"Participant: I'm a woman, 36 years old. I am a sales agent in financial service, and in my free time, I enjoy reading."
"Participant: I'm a man, 46 years old. I am an entrepreneur, and in my free time, I like to spend time with my family."
"Participant: I'm a woman, 33 years old. I am a web developer, and in my free time, I play many different team sports."
"Participant: I'm a man, 59 years old. I am a software quality assurance engineer, and in my free time, I like writing."
"Participant: I'm a man, 36 years old. I am a social and human service assistant, and in my free time, I like to take walks."
"Participant: I'm a woman, 50 years old. I am a market research analyst, and in my free time, I spend time on my boat."
"Participant: I'm a woman, 34 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I ski."
"Participant: I'm a woman, 43 years old. I am an accountant, and in my free time, I like to fix cars."
"Participant: I'm a man, 40 years old. I am an insurance sales agent, and in my free time, I play golf."
"Participant: I'm a man, 27 years old. I am an information technology project manager, and in my free time, I like cooking."
"Participant: I'm a woman, 28 years old. I am an executive secretaries assistant, and in my free time, I ski."
"Participant: I'm a man, 28 years old. I am a medical assistant, and in my free time, I ski."
"Participant: I'm a woman, 51 years old. I am a software developer, and in my free time, I like socializing."
"Participant: I'm a woman, 28 years old. I am a critical care nurse, and in my free time, I enjoy shopping."
"Participant: I'm a woman, 55 years old. I am a supervisor of food preparation and serving workers, and in my free time, I enjoy swimming."
"Participant: I'm a woman, 40 years old. I am a supervisor of production and operating workers, and in my free time, I do a lot of volunteer work."
"Participant: I'm a woman, 51 years old. I am a medical secretary, and in my free time, I like to take walks."
"Participant: I'm a woman, 39 years old. I am a family and general practitioner, and in my free time, I enjoy reading."
"Participant: I'm a man, 48 years old. I am a supervisor of food preparation and serving workers, and in my free time, I enjoy swimming."
"Participant: I'm a man, 53 years old. I am a retail salesperson, and in my free time, I often go bowling."
"Participant: I'm a man, 36 years old. I am a fast-food worker, and in my free time, I like going to the movies."
"Participant: I'm a man, 51 years old. I am a maintenance worker, and in my free time, I enjoy swimming."
"Participant: I'm a woman, 40 years old. I am an information security analyst, and in my free time, I enjoy shopping."
"Participant: I'm a woman, 34 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I play tennis."
"Participant: I'm a man, 41 years old. I am an accountant, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a woman, 34 years old. I am a fast-food worker, and in my free time, I like socializing."
"Participant: I'm a man, 26 years old. I am a medical and health services manager, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a woman, 30 years old. I am a manager, and in my free time, I play music."
"Participant: I'm a woman, 58 years old. I am a market research analyst, and in my free time, I enjoy reading."
"Participant: I'm a woman, 30 years old. I am an entrepreneur, and in my free time, I enjoy sewing."
"Participant: I'm a man, 35 years old. I am a vocational nurse, and in my free time, I often go to the theatre."
"Participant: I'm a woman, 56 years old. I am a manager, and in my free time, I exercise a lot."
"Participant: I'm a man, 37 years old. I am a fast-food worker, and in my free time, I enjoy fishing."
"Participant: I'm a man, 26 years old. I am an insurance sales agent, and in my free time, I go on camping trips."
"Participant: I'm a man, 32 years old. I am a vocational nurse, and in my free time, I watch a lot of movies."
"Participant: I'm a man, 30 years old. I am a security guard, and in my free time, I like to eat out."
"Participant: I'm a man, 34 years old. I am a computer user support specialist, and in my free time, I enjoy swimming."
"Participant: I'm a woman, 39 years old. I am a supervisor of production and operating workers, and in my free time, I enjoy bicycling."
"Participant: I'm a man, 57 years old. I am a medical and health services manager, and in my free time, I enjoy swimming."
"Participant: I'm a man, 33 years old. I am a general manager, and in my free time, I go on dates."
"Participant: I'm a man, 29 years old. I am a nursing assistant, and in my free time, I spend time on my boat."
"Participant: I'm a man, 25 years old. I am a freight laborer, and in my free time, I like to eat out."
"Participant: I'm a man, 29 years old. I am a fast-food worker, and in my free time, I enjoy shopping."
"Participant: I'm a man, 47 years old. I am a customer service representative, and in my free time, I enjoy hiking."
"Participant: I'm a man, 47 years old. I am a registered nurse, and in my free time, I enjoy bicycling."
"Participant: I'm a man, 51 years old. I am a medical assistant, and in my free time, I go on camping trips."
"Participant: I'm a man, 47 years old. I am a supervisor of food preparation and serving workers, and in my free time, I like dancing."
"Participant: I'm a woman, 43 years old. I am a market research analyst, and in my free time, I like to fix cars."
"Participant: I'm a woman, 48 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I enjoy sewing."
"Participant: I'm a woman, 54 years old. I am an accountant, and in my free time, I enjoy fishing."
"Participant: I'm a woman, 24 years old. I am an insurance sales agent, and in my free time, I play music."
"Participant: I'm a man, 35 years old. I am a sales agent in financial service, and in my free time, I like to go to the beach."
"Participant: I'm a woman, 35 years old. I am a security guard, and in my free time, I like going to the movies."
"Participant: I'm a man, 53 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I like cooking."
"Participant: I'm a woman, 37 years old. I am a retail salesperson, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a woman, 42 years old. I am a security guard, and in my free time, I do a lot of volunteer work."
"Participant: I'm a man, 34 years old. I am a software quality assurance engineer, and in my free time, I like to eat out."
"Participant: I'm a man, 37 years old. I am a supervisor of production and operating workers, and in my free time, I go on dates."
"Participant: I'm a woman, 52 years old. I am an insurance sales agent, and in my free time, I play many different team sports."
"Participant: I'm a woman, 48 years old. I am a computer systems engineer, and in my free time, I enjoy sewing."
"Participant: I'm a woman, 59 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I like dancing."
"Participant: I'm a man, 56 years old. I am a nursing assistant, and in my free time, I like traveling."
"Participant: I'm a man, 55 years old. I am a supervisor of production and operating workers, and in my free time, I enjoy bicycling."
"Participant: I'm a man, 58 years old. I am a software developer, and in my free time, I spend a lot of time on the computer."
"Participant: I'm a man, 52 years old. I am a fast-food worker, and in my free time, I play music."
"Participant: I'm a man, 24 years old. I am a sales manager, and in my free time, I enjoy crafts."
"Participant: I'm a woman, 40 years old. I am a security guard, and in my free time, I like to go to the beach."
"Participant: I'm a woman, 24 years old. I am an industrial engineer, and in my free time, I do a lot of volunteer work."
"Participant: I'm a man, 41 years old. I am an information technology project manager, and in my free time, I watch a lot of sports."
"Participant: I'm a man, 54 years old. I am a medical and health services manager, and in my free time, I spend a lot of time doing housework."
"Participant: I'm a woman, 47 years old. I am a computer user support specialist, and in my free time, I enjoy listening to music."
"Participant: I'm a woman, 51 years old. I am a supervisor of office and administrative support workers, and in my free time, I enjoy shopping."
"Participant: I'm a man, 60 years old. I am a social and human service assistant, and in my free time, I enjoy listening to music."
"Participant: I'm a man, 40 years old. I am a vocational nurse, and in my free time, I play tennis."
"Participant: I'm a man, 56 years old. I am a software quality assurance engineer, and in my free time, I enjoy bicycling."
"Participant: I'm a man, 30 years old. I am a family and general practitioner, and in my free time, I go on camping trips."
"Participant: I'm a man, 33 years old. I am a medical secretary, and in my free time, I often go to the theatre."
"Participant: I'm a man, 48 years old. I am a computer systems analyst, and in my free time, I like cooking."
"Participant: I'm a man, 60 years old. I am a computer systems engineer, and in my free time, I like to eat out."
"Participant: I'm a woman, 47 years old. I am a computer systems analyst, and in my free time, I play tennis."
"Participant: I'm a woman, 45 years old. I am an accountant, and in my free time, I like to take walks."
"Participant: I'm a man, 30 years old. I am a management analyst, and in my free time, I like socializing."
"Participant: I'm a woman, 55 years old. I am a freight laborer, and in my free time, I like to relax."
"Participant: I'm a man, 54 years old. I am an insurance sales agent, and in my free time, I like to spend time with my family."
"Participant: I'm a woman, 48 years old. I am a medical and health services manager, and in my free time, I enjoy bicycling."
"Participant: I'm a woman, 48 years old. I am an executive secretaries assistant, and in my free time, I enjoy listening to music."
"Participant: I'm a man, 30 years old. I am a security guard, and in my free time, I enjoy fishing."
"Participant: I'm a man, 48 years old. I am a critical care nurse, and in my free time, I like socializing."
"Participant: I'm a woman, 33 years old. I am a physical therapist, and in my free time, I enjoy running."
"Participant: I'm a woman, 54 years old. I am a sales manager, and in my free time, I enjoy shopping."
"Participant: I'm a woman, 49 years old. I am a sales agent in financial service, and in my free time, I often go bowling."
"Participant: I'm a woman, 43 years old. I am a web developer, and in my free time, I like cooking."
"Participant: I'm a woman, 51 years old. I am a manager, and in my free time, I play tennis."
"Participant: I'm a man, 51 years old. I am a security guard, and in my free time, I enjoy shopping."
"Participant: I'm a man, 31 years old. I am an industrial engineer, and in my free time, I spend a lot of time on the computer."
"Participant: I'm a woman, 47 years old. I am a computer user support specialist, and in my free time, I play tennis."
"Participant: I'm a man, 41 years old. I am a management analyst, and in my free time, I like to spend time with my family."
"Participant: I'm a woman, 57 years old. I am a medical secretary, and in my free time, I watch a lot of sports."
"Participant: I'm a woman, 49 years old. I am a web developer, and in my free time, I ski."
"Participant: I'm a man, 59 years old. I am an information security analyst, and in my free time, I take care of my pets."
"Participant: I'm a woman, 59 years old. I am a customer service representative, and in my free time, I go on hunting trips."
"Participant: I'm a woman, 45 years old. I am a registered nurse, and in my free time, I spend a lot of time on the computer."
"Participant: I'm a woman, 34 years old. I am a medical and health services manager, and in my free time, I like cooking."
"Participant: I'm a man, 48 years old. I am a sales manager, and in my free time, I play billiards."
"Participant: I'm a woman, 38 years old. I am an executive secretaries assistant, and in my free time, I drive my motorcycle."
"Participant: I'm a woman, 51 years old. I am an information technology project manager, and in my free time, I like going to the movies."
"Participant: I'm a woman, 33 years old. I am an accountant, and in my free time, I exercise a lot."
"Participant: I'm a man, 47 years old. I am a social and human service assistant, and in my free time, I watch a lot of sports."
"Participant: I'm a man, 36 years old. I am a family and general practitioner, and in my free time, I enjoy swimming."
"Participant: I'm a woman, 55 years old. I am a vocational nurse, and in my free time, I play golf."
"Participant: I'm a man, 59 years old. I am an information security analyst, and in my free time, I go on dates."
"Participant: I'm a woman, 27 years old. I am a vocational nurse, and in my free time, I play tennis."
"Participant: I'm a woman, 48 years old. I am a manager, and in my free time, I enjoy swimming."
"Participant: I'm a man, 59 years old. I am a truck driver, and in my free time, I do a lot of volunteer work."
"Participant: I'm a woman, 29 years old. I am a security guard, and in my free time, I ski."
"Participant: I'm a woman, 49 years old. I am an industrial engineer, and in my free time, I like traveling."
"Participant: I'm a woman, 52 years old. I am a customer service representative, and in my free time, I exercise a lot."
"Participant: I'm a man, 29 years old. I am a web developer, and in my free time, I go on hunting trips."
"Participant: I'm a woman, 48 years old. I am a computer systems engineer, and in my free time, I ski."
"Participant: I'm a woman, 45 years old. I am a sales manager, and in my free time, I spend a lot of time doing housework."
"Participant: I'm a woman, 50 years old. I am a computer systems analyst, and in my free time, I like to fix cars."
"Participant: I'm a man, 50 years old. I am a web developer, and in my free time, I enjoy listening to music."
"Participant: I'm a woman, 43 years old. I am a sales agent in financial service, and in my free time, I drive my motorcycle."
"Participant: I'm a man, 50 years old. I am a software quality assurance engineer, and in my free time, I enjoy hiking."
"Participant: I'm a woman, 34 years old. I am a software developer, and in my free time, I go on dates."
"Participant: I'm a man, 52 years old. I am a marketing manager, and in my free time, I like to fix cars."
"Participant: I'm a woman, 51 years old. I am a nursing assistant, and in my free time, I like going to the movies."
"Participant: I'm a woman, 46 years old. I am an information technology project manager, and in my free time, I often go bowling."
"Participant: I'm a woman, 47 years old. I am an information security analyst, and in my free time, I enjoy swimming."
"Participant: I'm a woman, 58 years old. I am a manager, and in my free time, I enjoy swimming."
"Participant: I'm a woman, 25 years old. I am a customer service representative, and in my free time, I exercise a lot."
"Participant: I'm a man, 60 years old. I am a sales representative in wholesale and manufacturing, and in my free time, I often go to the theatre."
"Participant: I'm a man, 30 years old. I am a supervisor of production and operating workers, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a man, 51 years old. I am a vocational nurse, and in my free time, I ski."
"Participant: I'm a woman, 55 years old. I am a physical therapist, and in my free time, I enjoy crafts."
"Participant: I'm a man, 57 years old. I am a general manager, and in my free time, I do a lot of volunteer work."
"Participant: I'm a woman, 42 years old. I am a supervisor of production and operating workers, and in my free time, I play golf."
"Participant: I'm a woman, 59 years old. I am an auditing clerk, and in my free time, I enjoy hiking."
"Participant: I'm a man, 28 years old. I am a vocational nurse, and in my free time, I play music."
"Participant: I'm a woman, 59 years old. I am an auditing clerk, and in my free time, I enjoy shopping."
"Participant: I'm a woman, 42 years old. I am an insurance sales agent, and in my free time, I like horseback riding."
"Participant: I'm a woman, 26 years old. I am a sales agent in financial service, and in my free time, I enjoy shopping."
"Participant: I'm a man, 36 years old. I am a customer service representative, and in my free time, I like to eat out."
"Participant: I'm a man, 49 years old. I am a retail salesperson, and in my free time, I like to go to the beach."
"Participant: I'm a woman, 24 years old. I am a fast-food worker, and in my free time, I like going to the movies."
"Participant: I'm a man, 35 years old. I am a fast-food worker, and in my free time, I like cooking."
"Participant: I'm a woman, 57 years old. I am a family and general practitioner, and in my free time, I enjoy swimming."
"Participant: I'm a woman, 49 years old. I am a medical assistant, and in my free time, I spend a lot of time in church activities."
"Participant: I'm a man, 38 years old. I am an industrial engineer, and in my free time, I play billiards."
"Participant: I'm a woman, 57 years old. I am a computer systems analyst, and in my free time, I like to relax."
"Participant: I'm a woman, 60 years old. I am an entrepreneur, and in my free time, I exercise a lot."
"Participant: I'm a man, 41 years old. I am an industrial engineer, and in my free time, I enjoy reading."
